date,year,month,month_name,day,weekday,weekday_name,is_weekday,total_traffic_volume,avg_traffic_volume,min_traffic_volume,max_traffic_volume,record_count
2016-05-19,2016,5,May,19,3,Thursday,1,89380,3724.17,287,6845,24
2016-05-20,2016,5,May,20,4,Friday,1,92243,3843.46,330,6715,24
2016-05-21,2016,5,May,21,5,Saturday,0,73943,3080.96,875,5117,24
2016-05-22,2016,5,May,22,6,Sunday,0,62447,2601.96,326,4691,24
2016-05-23,2016,5,May,23,0,Monday,1,102160,3522.76,339,6653,29
2016-05-24,2016,5,May,24,1,Tuesday,1,99343,3679.37,314,6670,27
2016-05-25,2016,5,May,25,2,Wednesday,1,112646,3884.34,323,6658,29
2016-05-26,2016,5,May,26,3,Thursday,1,103555,3236.09,301,6983,32
2016-05-27,2016,5,May,27,4,Friday,1,153700,4044.74,327,6092,38
2016-05-28,2016,5,May,28,5,Saturday,0,119870,2663.78,644,4274,45
2016-05-29,2016,5,May,29,6,Sunday,0,64935,2094.68,379,3997,31
2016-05-30,2016,5,May,30,0,Monday,1,59487,1858.97,293,4001,32
2016-05-31,2016,5,May,31,1,Tuesday,1,102493,3660.46,357,6790,28
2016-06-01,2016,6,Jun,1,2,Wednesday,1,84378,3668.61,321,6572,23
2016-06-02,2016,6,Jun,2,3,Thursday,1,89861,3744.21,291,6476,24
2016-06-03,2016,6,Jun,3,4,Friday,1,132792,4149.75,504,6459,32
2016-06-04,2016,6,Jun,4,5,Saturday,0,99491,3109.09,477,5104,32
2016-06-05,2016,6,Jun,5,6,Sunday,0,65472,2728.0,364,4798,24
2016-06-06,2016,6,Jun,6,0,Monday,1,91141,3645.64,320,6592,25
2016-06-07,2016,6,Jun,7,1,Tuesday,1,90583,3774.29,297,6435,24
2016-06-08,2016,6,Jun,8,2,Wednesday,1,93349,3889.54,350,6633,24
2016-06-09,2016,6,Jun,9,3,Thursday,1,91163,3798.46,313,6642,24
2016-06-10,2016,6,Jun,10,4,Friday,1,92121,3838.38,369,6230,24
2016-06-11,2016,6,Jun,11,5,Saturday,0,68692,2862.17,445,4672,24
2016-06-12,2016,6,Jun,12,6,Sunday,0,61953,2581.38,372,4556,24
2016-06-13,2016,6,Jun,13,0,Monday,1,85530,3563.75,269,6245,24
2016-06-14,2016,6,Jun,14,1,Tuesday,1,86753,3614.71,301,6643,24
2016-06-15,2016,6,Jun,15,2,Wednesday,1,92039,3834.96,366,6556,24
2016-06-16,2016,6,Jun,16,3,Thursday,1,94233,3926.38,335,6638,24
2016-06-17,2016,6,Jun,17,4,Friday,1,93219,3884.12,407,6270,24
2016-06-18,2016,6,Jun,18,5,Saturday,0,82409,3433.71,606,5500,24
2016-06-19,2016,6,Jun,19,6,Sunday,0,72216,3009.0,472,5217,24
2016-06-20,2016,6,Jun,20,0,Monday,1,87516,3646.5,323,6456,24
2016-06-21,2016,6,Jun,21,1,Tuesday,1,90541,3772.54,320,6455,24
2016-06-22,2016,6,Jun,22,2,Wednesday,1,92755,3864.79,345,6683,24
2016-06-23,2016,6,Jun,23,3,Thursday,1,95360,3973.33,425,6714,24
2016-06-24,2016,6,Jun,24,4,Friday,1,103459,3979.19,486,6208,26
2016-06-25,2016,6,Jun,25,5,Saturday,0,72498,2899.92,493,4544,25
2016-06-26,2016,6,Jun,26,6,Sunday,0,61143,2547.62,385,4464,24
2016-06-27,2016,6,Jun,27,0,Monday,1,78893,3287.21,304,6045,24
2016-06-28,2016,6,Jun,28,1,Tuesday,1,82587,3441.12,316,5979,24
2016-06-29,2016,6,Jun,29,2,Wednesday,1,82260,3427.5,297,6053,24
2016-06-30,2016,6,Jun,30,3,Thursday,1,84901,3396.04,313,5855,25
2016-07-01,2016,7,Jul,1,4,Friday,1,79556,3314.83,381,5217,24
2016-07-02,2016,7,Jul,2,5,Saturday,0,56401,2350.04,373,3892,24
2016-07-03,2016,7,Jul,3,6,Sunday,0,51552,2148.0,419,3464,24
2016-07-04,2016,7,Jul,4,0,Monday,1,46678,1944.92,270,3252,24
2016-07-05,2016,7,Jul,5,1,Tuesday,1,108462,3098.91,319,5577,35
2016-07-06,2016,7,Jul,6,2,Wednesday,1,98000,3500.0,288,5951,28
2016-07-07,2016,7,Jul,7,3,Thursday,1,91565,3270.18,335,6080,28
2016-07-08,2016,7,Jul,8,4,Friday,1,80076,3336.5,305,5628,24
2016-07-09,2016,7,Jul,9,5,Saturday,0,54908,1893.38,1,4142,29
2016-07-10,2016,7,Jul,10,6,Sunday,0,75511,2288.21,508,4093,33
2016-07-11,2016,7,Jul,11,0,Monday,1,77723,3108.92,291,5934,25
2016-07-12,2016,7,Jul,12,1,Tuesday,1,81237,3124.5,249,6106,26
2016-07-13,2016,7,Jul,13,2,Wednesday,1,80937,3372.38,271,6025,24
2016-07-14,2016,7,Jul,14,3,Thursday,1,83446,3476.92,282,6131,24
2016-07-15,2016,7,Jul,15,4,Friday,1,83493,3478.88,316,5812,24
2016-07-16,2016,7,Jul,16,5,Saturday,0,65154,2714.75,426,4457,24
2016-07-17,2016,7,Jul,17,6,Sunday,0,57320,2388.33,292,4278,24
2016-07-18,2016,7,Jul,18,0,Monday,1,77057,3210.71,319,5881,24
2016-07-19,2016,7,Jul,19,1,Tuesday,1,78264,3261.0,287,5953,24
2016-07-20,2016,7,Jul,20,2,Wednesday,1,81339,3389.12,315,6074,24
2016-07-21,2016,7,Jul,21,3,Thursday,1,99028,3414.76,279,6133,29
2016-07-22,2016,7,Jul,22,4,Friday,1,81568,2718.93,10,5676,30
2016-07-23,2016,7,Jul,23,5,Saturday,0,6753,192.94,0,2497,35
2016-07-24,2016,7,Jul,24,6,Sunday,0,22284,825.33,3,2998,27
2016-07-25,2016,7,Jul,25,0,Monday,1,78885,3286.88,329,5779,24
2016-07-26,2016,7,Jul,26,1,Tuesday,1,80268,3344.5,278,6121,24
2016-07-27,2016,7,Jul,27,2,Wednesday,1,132660,3790.29,341,6226,35
2016-07-28,2016,7,Jul,28,3,Thursday,1,82096,3420.67,284,6090,24
2016-07-29,2016,7,Jul,29,4,Friday,1,76696,3195.67,359,5697,24
2016-07-30,2016,7,Jul,30,5,Saturday,0,53403,2225.12,230,4128,24
2016-07-31,2016,7,Jul,31,6,Sunday,0,51310,2137.92,196,4128,24
2016-08-01,2016,8,Aug,1,0,Monday,1,78929,3288.71,296,5940,24
2016-08-02,2016,8,Aug,2,1,Tuesday,1,83646,3485.25,424,6485,24
2016-08-03,2016,8,Aug,3,2,Wednesday,1,95792,3421.14,432,6064,28
2016-08-04,2016,8,Aug,4,3,Thursday,1,83903,3495.96,470,6056,24
2016-08-05,2016,8,Aug,5,4,Friday,1,86389,3599.54,583,5720,24
2016-08-06,2016,8,Aug,6,5,Saturday,0,75179,3132.46,642,4850,24
2016-08-07,2016,8,Aug,7,6,Sunday,0,67893,2828.88,541,4984,24
2016-08-08,2016,8,Aug,8,0,Monday,1,79902,3329.25,440,5828,24
2016-08-09,2016,8,Aug,9,1,Tuesday,1,82965,3456.88,440,6148,24
2016-08-10,2016,8,Aug,10,2,Wednesday,1,80712,3363.0,443,6200,24
2016-08-11,2016,8,Aug,11,3,Thursday,1,85267,3552.79,442,6048,24
2016-08-12,2016,8,Aug,12,4,Friday,1,82437,3434.88,436,6034,24
2016-08-13,2016,8,Aug,13,5,Saturday,0,63649,2652.04,294,4226,24
2016-08-14,2016,8,Aug,14,6,Sunday,0,58705,2446.04,294,4282,24
2016-08-15,2016,8,Aug,15,0,Monday,1,78747,3281.12,270,5982,24
2016-08-16,2016,8,Aug,16,1,Tuesday,1,79830,3326.25,271,5969,24
2016-08-17,2016,8,Aug,17,2,Wednesday,1,82589,3441.21,392,6104,24
2016-08-18,2016,8,Aug,18,3,Thursday,1,82139,3422.46,314,6021,24
2016-08-19,2016,8,Aug,19,4,Friday,1,85417,3559.04,526,6128,24
2016-08-20,2016,8,Aug,20,5,Saturday,0,84552,2915.59,400,4788,29
2016-08-21,2016,8,Aug,21,6,Sunday,0,59222,2467.58,435,4266,24
2016-08-22,2016,8,Aug,22,0,Monday,1,81092,3378.83,389,6201,24
2016-08-23,2016,8,Aug,23,1,Tuesday,1,97992,2969.45,322,6343,33
2016-08-24,2016,8,Aug,24,2,Wednesday,1,93008,2735.53,250,6726,34
2016-08-25,2016,8,Aug,25,3,Thursday,1,86688,3612.0,322,6256,24
2016-08-26,2016,8,Aug,26,4,Friday,1,90235,3609.4,327,5876,25
2016-08-27,2016,8,Aug,27,5,Saturday,0,120605,3015.12,408,4438,40
2016-08-28,2016,8,Aug,28,6,Sunday,0,98860,2246.82,383,4369,44
2016-08-29,2016,8,Aug,29,0,Monday,1,97806,3260.2,295,6049,30
2016-08-30,2016,8,Aug,30,1,Tuesday,1,86617,2794.1,225,6243,31
2016-08-31,2016,8,Aug,31,2,Wednesday,1,90752,3241.14,9,6170,28
2016-09-01,2016,9,Sep,1,3,Thursday,1,68567,3265.1,2,6066,21
2016-09-02,2016,9,Sep,2,4,Friday,1,83832,3493.0,336,5704,24
2016-09-03,2016,9,Sep,3,5,Saturday,0,62921,2621.71,360,4312,24
2016-09-04,2016,9,Sep,4,6,Sunday,0,64197,2469.12,360,4284,26
2016-09-05,2016,9,Sep,5,0,Monday,1,74734,1868.35,250,4134,40
2016-09-06,2016,9,Sep,6,1,Tuesday,1,145520,3096.17,249,6074,47
2016-09-07,2016,9,Sep,7,2,Wednesday,1,119391,3617.91,1,6244,33
2016-09-08,2016,9,Sep,8,3,Thursday,1,82922,3455.08,1,6176,24
2016-09-09,2016,9,Sep,9,4,Friday,1,92087,3069.57,277,6156,30
2016-09-10,2016,9,Sep,10,5,Saturday,0,76027,3041.08,585,4936,25
2016-09-11,2016,9,Sep,11,6,Sunday,0,64885,2703.54,519,4775,24
2016-09-12,2016,9,Sep,12,0,Monday,1,87562,3367.77,248,6263,26
2016-09-13,2016,9,Sep,13,1,Tuesday,1,86805,3472.2,250,6290,25
2016-09-14,2016,9,Sep,14,2,Wednesday,1,83634,3484.75,252,6304,24
2016-09-15,2016,9,Sep,15,3,Thursday,1,109712,3539.1,255,6329,31
2016-09-16,2016,9,Sep,16,4,Friday,1,83749,3101.81,257,6261,27
2016-09-17,2016,9,Sep,17,5,Saturday,0,71282,2970.08,391,4813,24
2016-09-18,2016,9,Sep,18,6,Sunday,0,57585,2617.5,391,5053,22
2016-09-19,2016,9,Sep,19,0,Monday,1,79612,3317.17,354,6298,24
2016-09-20,2016,9,Sep,20,1,Tuesday,1,78677,3420.74,391,6356,23
2016-09-21,2016,9,Sep,21,2,Wednesday,1,80305,3491.52,239,6419,23
2016-09-22,2016,9,Sep,22,3,Thursday,1,81702,3404.25,218,6597,24
2016-09-23,2016,9,Sep,23,4,Friday,1,81659,3402.46,262,6098,24
2016-09-24,2016,9,Sep,24,5,Saturday,0,70968,2957.0,448,4666,24
2016-09-25,2016,9,Sep,25,6,Sunday,0,60170,2507.08,375,4787,24
2016-09-26,2016,9,Sep,26,0,Monday,1,79103,3295.96,392,6049,24
2016-09-27,2016,9,Sep,27,1,Tuesday,1,78247,3260.29,221,6054,24
2016-09-28,2016,9,Sep,28,2,Wednesday,1,81510,3396.25,237,6443,24
2016-09-29,2016,9,Sep,29,3,Thursday,1,83224,3467.67,253,6307,24
2016-09-30,2016,9,Sep,30,4,Friday,1,84969,3540.38,281,6301,24
2016-10-01,2016,10,Oct,1,5,Saturday,0,68254,2843.92,448,4557,24
2016-10-02,2016,10,Oct,2,6,Sunday,0,59810,2492.08,380,4397,24
2016-10-03,2016,10,Oct,3,0,Monday,1,78844,3285.17,264,6510,24
2016-10-04,2016,10,Oct,4,1,Tuesday,1,83054,3460.58,557,6199,24
2016-10-05,2016,10,Oct,5,2,Wednesday,1,83459,3477.46,243,6046,24
2016-10-06,2016,10,Oct,6,3,Thursday,1,81872,3411.33,274,6170,24
2016-10-07,2016,10,Oct,7,4,Friday,1,79604,3461.04,264,6235,23
2016-10-08,2016,10,Oct,8,5,Saturday,0,75288,3137.0,371,4980,24
2016-10-09,2016,10,Oct,9,6,Sunday,0,59740,2597.39,384,4872,23
2016-10-10,2016,10,Oct,10,0,Monday,1,74469,3237.78,261,6172,23
2016-10-11,2016,10,Oct,11,1,Tuesday,1,81784,3407.67,477,6294,24
2016-10-12,2016,10,Oct,12,2,Wednesday,1,79022,3292.58,230,6211,24
2016-10-13,2016,10,Oct,13,3,Thursday,1,84043,3501.79,233,6154,24
2016-10-14,2016,10,Oct,14,4,Friday,1,82427,3583.78,373,6108,23
2016-10-15,2016,10,Oct,15,5,Saturday,0,56228,2677.52,391,4396,21
2016-10-16,2016,10,Oct,16,6,Sunday,0,56378,2562.64,413,4550,22
2016-10-17,2016,10,Oct,17,0,Monday,1,79954,3331.42,239,6241,24
2016-10-18,2016,10,Oct,18,1,Tuesday,1,83107,3462.79,310,6322,24
2016-10-19,2016,10,Oct,19,2,Wednesday,1,74712,3396.0,403,6330,22
2016-10-20,2016,10,Oct,20,3,Thursday,1,69895,3678.68,486,6329,19
2016-10-21,2016,10,Oct,21,4,Friday,1,81187,3529.87,344,5997,23
2016-10-22,2016,10,Oct,22,5,Saturday,0,61191,2660.48,447,5004,23
2016-10-23,2016,10,Oct,23,6,Sunday,0,60814,2533.92,447,4603,24
2016-10-24,2016,10,Oct,24,0,Monday,1,77637,3234.88,315,6252,24
2016-10-25,2016,10,Oct,25,1,Tuesday,1,79044,3293.5,232,6149,24
2016-10-26,2016,10,Oct,26,2,Wednesday,1,79207,3300.29,223,6171,24
2016-10-27,2016,10,Oct,27,3,Thursday,1,84421,3517.54,245,6534,24
2016-10-28,2016,10,Oct,28,4,Friday,1,85816,3575.67,342,6310,24
2016-10-29,2016,10,Oct,29,5,Saturday,0,66605,2775.21,580,4451,24
2016-10-30,2016,10,Oct,30,6,Sunday,0,52869,2202.88,325,4204,24
2016-10-31,2016,10,Oct,31,0,Monday,1,77403,3225.12,255,6242,24
2016-11-01,2016,11,Nov,1,1,Tuesday,1,83787,3491.12,252,6103,24
2016-11-02,2016,11,Nov,2,2,Wednesday,1,82068,3282.72,276,6364,25
2016-11-03,2016,11,Nov,3,3,Thursday,1,93029,3721.16,443,6325,25
2016-11-04,2016,11,Nov,4,4,Friday,1,95778,3683.77,309,6166,26
2016-11-05,2016,11,Nov,5,5,Saturday,0,66800,2672.0,331,4621,25
2016-11-06,2016,11,Nov,6,6,Sunday,0,53121,2124.84,194,4093,25
2016-11-07,2016,11,Nov,7,0,Monday,1,78260,3260.83,217,6191,24
2016-11-08,2016,11,Nov,8,1,Tuesday,1,79389,3307.88,238,6182,24
2016-11-09,2016,11,Nov,9,2,Wednesday,1,88608,3544.32,346,6263,25
2016-11-10,2016,11,Nov,10,3,Thursday,1,82784,3449.33,419,6154,24
2016-11-11,2016,11,Nov,11,4,Friday,1,82612,3442.17,306,5797,24
2016-11-12,2016,11,Nov,12,5,Saturday,0,63519,2646.62,336,4513,24
2016-11-13,2016,11,Nov,13,6,Sunday,0,50791,2116.29,336,4165,24
2016-11-14,2016,11,Nov,14,0,Monday,1,78636,3145.44,275,6248,25
2016-11-15,2016,11,Nov,15,1,Tuesday,1,107188,2896.97,242,6443,37
2016-11-16,2016,11,Nov,16,2,Wednesday,1,81564,3020.89,255,6312,27
2016-11-17,2016,11,Nov,17,3,Thursday,1,86824,3617.67,258,6432,24
2016-11-18,2016,11,Nov,18,4,Friday,1,204565,3652.95,346,5892,56
2016-11-19,2016,11,Nov,19,5,Saturday,0,65048,2710.33,505,4389,24
2016-11-20,2016,11,Nov,20,6,Sunday,0,53556,2231.5,505,4215,24
2016-11-21,2016,11,Nov,21,0,Monday,1,78376,3265.67,256,6292,24
2016-11-22,2016,11,Nov,22,1,Tuesday,1,170238,3273.81,256,5654,52
2016-11-23,2016,11,Nov,23,2,Wednesday,1,156818,3074.86,257,5279,51
2016-11-24,2016,11,Nov,24,3,Thursday,1,93206,2219.19,262,2940,42
2016-11-25,2016,11,Nov,25,4,Friday,1,60339,2011.3,300,4667,30
2016-11-26,2016,11,Nov,26,5,Saturday,0,73574,1936.16,300,4018,38
2016-11-27,2016,11,Nov,27,6,Sunday,0,110796,2014.47,300,4543,55
2016-11-28,2016,11,Nov,28,0,Monday,1,149725,2935.78,240,6201,51
2016-11-29,2016,11,Nov,29,1,Tuesday,1,111928,2869.95,233,6314,39
2016-11-30,2016,11,Nov,30,2,Wednesday,1,190638,3125.21,274,5949,61
2016-12-01,2016,12,Dec,1,3,Thursday,1,93542,3225.59,257,6484,29
2016-12-02,2016,12,Dec,2,4,Friday,1,92591,3857.96,321,6594,24
2016-12-03,2016,12,Dec,3,5,Saturday,0,76077,3043.08,402,5518,25
2016-12-04,2016,12,Dec,4,6,Sunday,0,86699,2281.55,296,4502,38
2016-12-05,2016,12,Dec,5,0,Monday,1,113072,3769.07,261,6338,30
2016-12-06,2016,12,Dec,6,1,Tuesday,1,82225,3575.0,284,6612,23
2016-12-07,2016,12,Dec,7,2,Wednesday,1,101791,3915.04,273,6404,26
2016-12-08,2016,12,Dec,8,3,Thursday,1,96615,3450.54,420,6632,28
2016-12-09,2016,12,Dec,9,4,Friday,1,108442,4016.37,322,6512,27
2016-12-10,2016,12,Dec,10,5,Saturday,0,89149,2875.77,365,5061,31
2016-12-11,2016,12,Dec,11,6,Sunday,0,99053,1904.87,318,3541,52
2016-12-12,2016,12,Dec,12,0,Monday,1,135165,3556.97,380,5785,38
2016-12-13,2016,12,Dec,13,1,Tuesday,1,87343,3639.29,386,6236,24
2016-12-14,2016,12,Dec,14,2,Wednesday,1,116050,3868.33,369,6306,30
2016-12-15,2016,12,Dec,15,3,Thursday,1,87303,3637.62,274,6603,24
2016-12-16,2016,12,Dec,16,4,Friday,1,104632,2682.87,314,5459,39
2016-12-17,2016,12,Dec,17,5,Saturday,0,67869,1696.72,317,4312,40
2016-12-18,2016,12,Dec,18,6,Sunday,0,44814,1948.43,277,3869,23
2016-12-19,2016,12,Dec,19,0,Monday,1,83400,3336.0,254,5832,25
2016-12-20,2016,12,Dec,20,1,Tuesday,1,88534,3688.92,316,6079,24
2016-12-21,2016,12,Dec,21,2,Wednesday,1,85402,3558.42,333,6179,24
2016-12-22,2016,12,Dec,22,3,Thursday,1,84920,3538.33,308,6180,24
2016-12-23,2016,12,Dec,23,4,Friday,1,151497,3607.07,339,4956,42
2016-12-24,2016,12,Dec,24,5,Saturday,0,85765,2450.43,465,3887,35
2016-12-25,2016,12,Dec,25,6,Sunday,0,91433,1498.9,113,2554,61
2016-12-26,2016,12,Dec,26,0,Monday,1,59322,2197.11,431,3946,27
2016-12-27,2016,12,Dec,27,1,Tuesday,1,75618,3150.75,266,5730,24
2016-12-28,2016,12,Dec,28,2,Wednesday,1,81022,3375.92,408,6164,24
2016-12-29,2016,12,Dec,29,3,Thursday,1,82366,3431.92,435,5894,24
2016-12-30,2016,12,Dec,30,4,Friday,1,81734,3405.58,473,5848,24
2016-12-31,2016,12,Dec,31,5,Saturday,0,64473,2686.38,499,4777,24
2017-01-01,2017,1,Jan,1,6,Sunday,0,51063,2127.62,500,3594,24
2017-01-02,2017,1,Jan,2,0,Monday,1,99808,2376.38,363,3933,42
2017-01-03,2017,1,Jan,3,1,Tuesday,1,82929,2675.13,400,6114,31
2017-01-04,2017,1,Jan,4,2,Wednesday,1,85131,3405.24,249,6242,25
2017-01-05,2017,1,Jan,5,3,Thursday,1,89926,2900.84,366,6220,31
2017-01-06,2017,1,Jan,6,4,Friday,1,86597,3330.65,357,6350,26
2017-01-07,2017,1,Jan,7,5,Saturday,0,65994,2749.75,565,5092,24
2017-01-08,2017,1,Jan,8,6,Sunday,0,55603,2316.79,565,4316,24
2017-01-09,2017,1,Jan,9,0,Monday,1,113882,3450.97,473,6272,33
2017-01-10,2017,1,Jan,10,1,Tuesday,1,113940,3079.46,255,5013,37
2017-01-11,2017,1,Jan,11,2,Wednesday,1,91208,2942.19,264,5725,31
2017-01-12,2017,1,Jan,12,3,Thursday,1,96795,3722.88,279,6026,26
2017-01-13,2017,1,Jan,13,4,Friday,1,87355,3639.79,280,6414,24
2017-01-14,2017,1,Jan,14,5,Saturday,0,66050,2752.08,561,4808,24
2017-01-15,2017,1,Jan,15,6,Sunday,0,59184,2113.71,510,4529,28
2017-01-16,2017,1,Jan,16,0,Monday,1,111604,2790.1,369,4852,40
2017-01-17,2017,1,Jan,17,1,Tuesday,1,149004,3311.2,216,6184,45
2017-01-18,2017,1,Jan,18,2,Wednesday,1,118851,3301.42,394,6326,36
2017-01-19,2017,1,Jan,19,3,Thursday,1,146960,3340.0,433,6617,44
2017-01-20,2017,1,Jan,20,4,Friday,1,191471,3359.14,325,6255,57
2017-01-21,2017,1,Jan,21,5,Saturday,0,184582,2977.13,388,6249,62
2017-01-22,2017,1,Jan,22,6,Sunday,0,76447,1960.18,388,4510,39
2017-01-23,2017,1,Jan,23,0,Monday,1,152005,3535.0,260,6339,43
2017-01-24,2017,1,Jan,24,1,Tuesday,1,83902,3356.08,241,6543,25
2017-01-25,2017,1,Jan,25,2,Wednesday,1,102384,3530.48,469,6513,29
2017-01-26,2017,1,Jan,26,3,Thursday,1,90924,3788.5,266,6772,24
2017-01-27,2017,1,Jan,27,4,Friday,1,91525,3813.54,312,6266,24
2017-01-28,2017,1,Jan,28,5,Saturday,0,72645,3026.88,394,5247,24
2017-01-29,2017,1,Jan,29,6,Sunday,0,58191,2424.62,294,4767,24
2017-01-30,2017,1,Jan,30,0,Monday,1,118786,2897.22,227,6234,41
2017-01-31,2017,1,Jan,31,1,Tuesday,1,105133,2695.72,234,6699,39
2017-02-01,2017,2,Feb,1,2,Wednesday,1,86747,3614.46,270,6589,24
2017-02-02,2017,2,Feb,2,3,Thursday,1,87064,3627.67,259,6351,24
2017-02-03,2017,2,Feb,3,4,Friday,1,92496,3854.0,367,6421,24
2017-02-04,2017,2,Feb,4,5,Saturday,0,72726,3030.25,482,5008,24
2017-02-05,2017,2,Feb,5,6,Sunday,0,58130,2422.08,482,4493,24
2017-02-06,2017,2,Feb,6,0,Monday,1,82586,3441.08,256,6551,24
2017-02-07,2017,2,Feb,7,1,Tuesday,1,129796,3508.0,257,6499,37
2017-02-08,2017,2,Feb,8,2,Wednesday,1,90967,3790.29,387,6785,24
2017-02-09,2017,2,Feb,9,3,Thursday,1,88847,3701.96,292,6630,24
2017-02-10,2017,2,Feb,10,4,Friday,1,85539,3564.12,303,6566,24
2017-02-11,2017,2,Feb,11,5,Saturday,0,76664,2738.0,265,5020,28
2017-02-12,2017,2,Feb,12,6,Sunday,0,65121,2245.55,265,5766,29
2017-02-13,2017,2,Feb,13,0,Monday,1,57793,3612.06,324,6643,16
2017-02-14,2017,2,Feb,14,1,Tuesday,1,89002,3869.65,266,6530,23
2017-02-15,2017,2,Feb,15,2,Wednesday,1,88218,3675.75,287,6830,24
2017-02-16,2017,2,Feb,16,3,Thursday,1,91959,3831.62,418,6888,24
2017-02-17,2017,2,Feb,17,4,Friday,1,92271,3844.62,325,6571,24
2017-02-18,2017,2,Feb,18,5,Saturday,0,73680,3070.0,369,5255,24
2017-02-19,2017,2,Feb,19,6,Sunday,0,62846,2618.58,402,5012,24
2017-02-20,2017,2,Feb,20,0,Monday,1,74482,3103.42,298,5107,24
2017-02-21,2017,2,Feb,21,1,Tuesday,1,86364,3925.64,358,6960,22
2017-02-22,2017,2,Feb,22,2,Wednesday,1,138713,3383.24,313,6359,41
2017-02-23,2017,2,Feb,23,3,Thursday,1,93391,3891.29,304,7154,24
2017-02-24,2017,2,Feb,24,4,Friday,1,93963,3613.96,293,6215,26
2017-02-25,2017,2,Feb,25,5,Saturday,0,72214,3008.92,396,5280,24
2017-02-26,2017,2,Feb,26,6,Sunday,0,61533,2563.88,396,4676,24
2017-02-27,2017,2,Feb,27,0,Monday,1,88063,3669.29,264,6724,24
2017-02-28,2017,2,Feb,28,1,Tuesday,1,136459,3790.53,302,6949,36
2017-03-01,2017,3,Mar,1,2,Wednesday,1,104530,3371.94,357,6948,31
2017-03-02,2017,3,Mar,2,3,Thursday,1,91641,3818.38,258,6686,24
2017-03-03,2017,3,Mar,3,4,Friday,1,99628,3831.85,310,6607,26
2017-03-04,2017,3,Mar,4,5,Saturday,0,71544,2981.0,365,5204,24
2017-03-05,2017,3,Mar,5,6,Sunday,0,63844,2660.17,491,4745,24
2017-03-06,2017,3,Mar,6,0,Monday,1,118414,3700.44,304,6645,32
2017-03-07,2017,3,Mar,7,1,Tuesday,1,90211,3758.79,237,6722,24
2017-03-08,2017,3,Mar,8,2,Wednesday,1,91566,3815.25,303,7107,24
2017-03-09,2017,3,Mar,9,3,Thursday,1,95650,3985.42,271,7280,24
2017-03-10,2017,3,Mar,10,4,Friday,1,96325,4013.54,345,6986,24
2017-03-11,2017,3,Mar,11,5,Saturday,0,79052,3293.83,430,5611,24
2017-03-12,2017,3,Mar,12,6,Sunday,0,78716,2459.88,430,5027,32
2017-03-13,2017,3,Mar,13,0,Monday,1,82025,2828.45,282,6366,29
2017-03-14,2017,3,Mar,14,1,Tuesday,1,85843,3576.79,244,6494,24
2017-03-15,2017,3,Mar,15,2,Wednesday,1,84046,3654.17,468,6628,23
2017-03-16,2017,3,Mar,16,3,Thursday,1,115720,3857.33,503,6756,30
2017-03-17,2017,3,Mar,17,4,Friday,1,97433,3897.32,327,6691,25
2017-03-18,2017,3,Mar,18,5,Saturday,0,74675,3111.46,410,5059,24
2017-03-19,2017,3,Mar,19,6,Sunday,0,62760,2615.0,410,4924,24
2017-03-20,2017,3,Mar,20,0,Monday,1,83702,3487.58,223,6572,24
2017-03-21,2017,3,Mar,21,1,Tuesday,1,85788,3729.91,260,6657,23
2017-03-22,2017,3,Mar,22,2,Wednesday,1,88951,3706.29,285,6746,24
2017-03-23,2017,3,Mar,23,3,Thursday,1,156813,3824.71,265,6821,41
2017-03-24,2017,3,Mar,24,4,Friday,1,150122,3411.86,313,6538,44
2017-03-25,2017,3,Mar,25,5,Saturday,0,81646,2915.93,271,5736,28
2017-03-26,2017,3,Mar,26,6,Sunday,0,109375,2144.61,271,4659,51
2017-03-27,2017,3,Mar,27,0,Monday,1,119333,3849.45,276,6720,31
2017-03-28,2017,3,Mar,28,1,Tuesday,1,97434,3897.36,310,6725,25
2017-03-29,2017,3,Mar,29,2,Wednesday,1,101397,3496.45,325,7004,29
2017-03-30,2017,3,Mar,30,3,Thursday,1,100929,3480.31,255,6695,29
2017-03-31,2017,3,Mar,31,4,Friday,1,94803,3950.12,339,6701,24
2017-04-01,2017,4,Apr,1,5,Saturday,0,74989,3124.54,459,5070,24
2017-04-02,2017,4,Apr,2,6,Sunday,0,80469,2873.89,459,4573,28
2017-04-03,2017,4,Apr,3,0,Monday,1,201214,3869.5,270,6539,52
2017-04-04,2017,4,Apr,4,1,Tuesday,1,91438,3153.03,283,7065,29
2017-04-05,2017,4,Apr,5,2,Wednesday,1,89737,3739.04,286,6828,24
2017-04-06,2017,4,Apr,6,3,Thursday,1,92160,3840.0,283,6723,24
2017-04-07,2017,4,Apr,7,4,Friday,1,88187,3834.22,382,6688,23
2017-04-08,2017,4,Apr,8,5,Saturday,0,69220,2884.17,468,4552,24
2017-04-09,2017,4,Apr,9,6,Sunday,0,79274,2642.47,295,4654,30
2017-04-10,2017,4,Apr,10,0,Monday,1,145712,3388.65,325,6590,43
2017-04-11,2017,4,Apr,11,1,Tuesday,1,93430,3013.87,304,6622,31
2017-04-12,2017,4,Apr,12,2,Wednesday,1,127257,3534.92,262,6845,36
2017-04-13,2017,4,Apr,13,3,Thursday,1,100184,3710.52,297,6750,27
2017-04-14,2017,4,Apr,14,4,Friday,1,158449,3864.61,304,6026,41
2017-04-15,2017,4,Apr,15,5,Saturday,0,128128,2247.86,367,4958,57
